KeyRelease event, serial 18, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36801639, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858764, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858774, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858774, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858877, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36858963, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36859138, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36859138, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36859281, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36859305, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36859305, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36859456, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36860642, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36860642, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36860750, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865452, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865452, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865724, (1314,474), root:(1322,554), state 0x1, keycode 45 (keysym 0x54), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865724, (1314,474), root:(1322,554), state 0x1, keycode 45 (keysym 0x54), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865792, (1314,474), root:(1322,554), state 0x1, keycode 45 (keysym 0x54), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865814, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865997, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36865997, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36866070, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36867121, (1314,474), root:(1322,554), state 0x0, keycode 52 (keysym 0x3b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36867121, (1314,474), root:(1322,554), state 0x0, keycode 52 (keysym 0x3b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36867203, (1314,474), root:(1322,554), state 0x0, keycode 52 (keysym 0x3b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36871307, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36871307, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36871420, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872128, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872128, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872179, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872179, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872231, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872251, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872747, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872747, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36872825, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36874990, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36874990, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36875123, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36875685, (1314,474), root:(1322,554), state 0x0, keycode 60 (keysym 0x76), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36875685, (1314,474), root:(1322,554), state 0x0, keycode 60 (keysym 0x76), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36875794, (1314,474), root:(1322,554), state 0x0, keycode 60 (keysym 0x76), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876137, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876137, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876215, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876345, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876345, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876411, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876667, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876667, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36876734, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36878478, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36878478, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36878555, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36880558, (1314,474), root:(1322,554), state 0x0, keycode 19 (keysym 0x30), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36880558, (1314,474), root:(1322,554), state 0x0, keycode 19 (keysym 0x30), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36880727, (1314,474), root:(1322,554), state 0x0, keycode 19 (keysym 0x30), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36881092, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36881092, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36881369, (1314,474), root:(1322,554), state 0x1, keycode 27 (keysym 0x50), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36881369, (1314,474), root:(1322,554), state 0x1, keycode 27 (keysym 0x50), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36881452, (1314,474), root:(1322,554), state 0x1, keycode 27 (keysym 0x50), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36881493, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36884080, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36884080, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36884208, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885594, (1314,474), root:(1322,554), state 0x0, keycode 43 (keysym 0x64), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885594, (1314,474), root:(1322,554), state 0x0, keycode 43 (keysym 0x64), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885671, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885671, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885707, (1314,474), root:(1322,554), state 0x0, keycode 43 (keysym 0x64), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885798, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885907, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885907, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36885980, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36890861, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36890861, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36891016, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36891320, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36891320, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36891438, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36891446, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36891446, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36891489, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36894901, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36894901, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36894984, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895103, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895103, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895191, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895311, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895311, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895403, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895683, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895683, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36895775, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36896005, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36896005, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36896213, (1314,474), root:(1322,554), state 0x1, keycode 20 (keysym 0x7b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36896213, (1314,474), root:(1322,554), state 0x1, keycode 20 (keysym 0x7b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36896341, (1314,474), root:(1322,554), state 0x1, keycode 20 (keysym 0x7b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36896366, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36897054, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36897054, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36897139, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36897942, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36897942, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36898080, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36898214, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36898214, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36898342, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899386, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899386, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899479, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899663, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899663, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899851, (1314,474), root:(1322,554), state 0x1, keycode 21 (keysym 0x7d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899851, (1314,474), root:(1322,554), state 0x1, keycode 21 (keysym 0x7d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36899988, (1314,474), root:(1322,554), state 0x1, keycode 21 (keysym 0x7d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36900023, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36900325, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36900325, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36900418, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36914373, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36914373, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36914555, (1314,474), root:(1322,554), state 0x1, keycode 14 (keysym 0x25), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36914555, (1314,474), root:(1322,554), state 0x1, keycode 14 (keysym 0x25), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36914628, (1314,474), root:(1322,554), state 0x1, keycode 14 (keysym 0x25), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36914663, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36915662, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36915662, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36915755, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36918674, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36918674, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36918762, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36918856, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36918856, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36918954, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36919072, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36919072, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36919147, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36919213, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36919213, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36919327, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36923339, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36923339, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36923406, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36924280, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36924280, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36924363, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
